week_start,customer_id,customer_name,sku_id,category_id,category,sales_dollars,units,avg_price,promo_flag,acv_distribution_pct,velocity_units_per_store,syndicated_share_pct,competitor_share_pct,category_growth_pct,retailer_scan_units,panel_repeat_rate_pct
2025-11-24,CUST04,Fresh Table Supermarkets,CAT05-SKU05,CAT05,Organic Pantry Staples,1786.03,145,12.32,0,96.5,50.7,19.7,19.2,1.3,133,29.3
2025-11-24,CUST04,Fresh Table Supermarkets,CAT05-SKU06,CAT05,Organic Pantry Staples,898.43,164,5.48,0,83.5,57.34,33.8,28.8,-1.3,162,38.1
2025-11-24,CUST04,Fresh Table Supermarkets,CAT06-SKU01,CAT06,Fresh Specialty Cheese,1101.95,120,9.18,0,75.5,41.96,15.6,14.9,8.9,128,20.9
2025-11-24,CUST04,Fresh Table Supermarkets,CAT06-SKU02,CAT06,Fresh Specialty Cheese,544.18,110,4.95,1,68.1,38.46,21.8,22.9,11.6,110,38.2
2025-11-24,CUST04,Fresh Table Supermarkets,CAT06-SKU03,CAT06,Fresh Specialty Cheese,1531.31,159,9.63,0,68.6,55.59,29.4,26.0,12.4,154,31.6
2025-11-24,CUST04,Fresh Table Supermarkets,CAT06-SKU04,CAT06,Fresh Specialty Cheese,1065.36,104,10.24,0,66.7,36.36,40.7,34.5,7.8,97,23.7
2025-11-24,CUST04,Fresh Table Supermarkets,CAT06-SKU05,CAT06,Fresh Specialty Cheese,620.84,119,5.22,0,69.9,41.61,26.4,21.0,10.4,112,28.4
2025-11-24,CUST04,Fresh Table Supermarkets,CAT06-SKU06,CAT06,Fresh Specialty Cheese,1732.5,193,8.98,1,64.7,67.48,26.0,25.1,9.0,183,24.8
2025-11-24,CUST05,Urban Pantry Express,CAT01-SKU01,CAT01,Functional Beverages,310.94,50,6.22,0,84.9,14.79,36.4,34.8,17.9,49,41.9
2025-11-24,CUST05,Urban Pantry Express,CAT01-SKU02,CAT01,Functional Beverages,535.57,67,7.99,0,82.0,19.82,43.0,33.5,12.8,71,37.5
2025-11-24,CUST05,Urban Pantry Express,CAT01-SKU03,CAT01,Functional Beverages,859.06,84,10.23,1,79.3,24.85,22.2,24.2,13.1,80,18.0
2025-11-24,CUST05,Urban Pantry Express,CAT01-SKU04,CAT01,Functional Beverages,720.61,59,12.21,0,82.3,17.46,37.6,26.4,11.2,57,21.3
2025-11-24,CUST05,Urban Pantry Express,CAT01-SKU05,CAT01,Functional Beverages,997.42,106,9.41,0,76.4,31.36,34.9,29.5,18.6,104,21.7
2025-11-24,CUST05,Urban Pantry Express,CAT01-SKU06,CAT01,Functional Beverages,808.7,134,6.04,1,88.6,39.64,18.0,19.6,13.9,126,29.9
2025-11-24,CUST05,Urban Pantry Express,CAT02-SKU01,CAT02,Better-for-You Snacks,773.6,97,7.98,1,94.0,28.7,38.1,36.4,7.2,89,46.7
2025-11-24,CUST05,Urban Pantry Express,CAT02-SKU02,CAT02,Better-for-You Snacks,186.65,39,4.79,0,77.2,11.54,26.5,22.8,3.0,41,21.0
2025-11-24,CUST05,Urban Pantry Express,CAT02-SKU03,CAT02,Better-for-You Snacks,428.42,48,8.93,0,82.4,14.2,26.0,23.2,9.9,45,35.1
2025-11-24,CUST05,Urban Pantry Express,CAT02-SKU04,CAT02,Better-for-You Snacks,648.46,51,12.71,0,88.8,15.09,36.9,36.1,8.0,52,34.2
2025-11-24,CUST05,Urban Pantry Express,CAT02-SKU05,CAT02,Better-for-You Snacks,389.19,51,7.63,0,78.1,15.09,19.1,14.9,10.9,47,23.0
2025-11-24,CUST05,Urban Pantry Express,CAT02-SKU06,CAT02,Better-for-You Snacks,955.29,92,10.38,1,86.4,27.22,36.9,40.1,9.8,98,24.9
2025-11-24,CUST05,Urban Pantry Express,CAT03-SKU01,CAT03,Plant-Based Meals,352.53,61,5.78,0,76.6,18.05,19.7,17.8,1.1,62,22.3
2025-11-24,CUST05,Urban Pantry Express,CAT03-SKU02,CAT03,Plant-Based Meals,1283.75,108,11.89,0,81.9,31.95,13.3,16.5,2.8,101,21.0
2025-11-24,CUST05,Urban Pantry Express,CAT03-SKU03,CAT03,Plant-Based Meals,461.31,38,12.14,0,92.2,11.24,41.2,40.0,10.0,37,20.9
2025-11-24,CUST05,Urban Pantry Express,CAT03-SKU04,CAT03,Plant-Based Meals,262.7,32,8.21,0,84.5,9.47,22.5,24.7,3.2,31,40.5
2025-11-24,CUST05,Urban Pantry Express,CAT03-SKU05,CAT03,Plant-Based Meals,849.27,109,7.79,0,82.6,32.25,34.8,34.3,4.5,107,27.8
2025-11-24,CUST05,Urban Pantry Express,CAT03-SKU06,CAT03,Plant-Based Meals,637.66,122,5.23,0,83.4,36.09,21.1,15.9,5.9,115,37.0
2025-11-24,CUST05,Urban Pantry Express,CAT04-SKU01,CAT04,Natural Personal Care,1007.18,99,10.17,0,79.0,29.29,24.9,20.6,4.6,91,31.9
2025-11-24,CUST05,Urban Pantry Express,CAT04-SKU02,CAT04,Natural Personal Care,1022.93,95,10.77,0,75.0,28.11,40.7,38.2,3.1,98,33.4
2025-11-24,CUST05,Urban Pantry Express,CAT04-SKU03,CAT04,Natural Personal Care,960.68,108,8.9,0,69.3,31.95,32.3,34.6,9.1,106,29.1
2025-11-24,CUST05,Urban Pantry Express,CAT04-SKU04,CAT04,Natural Personal Care,871.66,74,11.78,0,77.2,21.89,41.3,35.4,10.0,73,24.2
2025-11-24,CUST05,Urban Pantry Express,CAT04-SKU05,CAT04,Natural Personal Care,1394.14,122,11.43,0,93.2,36.09,17.6,21.6,10.4,129,32.9
2025-11-24,CUST05,Urban Pantry Express,CAT04-SKU06,CAT04,Natural Personal Care,621.91,52,11.96,0,78.3,15.38,12.2,14.7,2.3,52,34.4
2025-11-24,CUST05,Urban Pantry Express,CAT05-SKU01,CAT05,Organic Pantry Staples,643.33,62,10.38,0,92.6,18.34,27.8,25.4,6.6,57,40.7
2025-11-24,CUST05,Urban Pantry Express,CAT05-SKU02,CAT05,Organic Pantry Staples,528.34,57,9.27,0,86.1,16.86,32.5,27.4,0.3,54,32.1
2025-11-24,CUST05,Urban Pantry Express,CAT05-SKU03,CAT05,Organic Pantry Staples,389.24,46,8.46,0,92.6,13.61,35.1,25.1,-1.2,48,40.2
2025-11-24,CUST05,Urban Pantry Express,CAT05-SKU04,CAT05,Organic Pantry Staples,950.11,141,6.74,1,84.4,41.72,26.2,30.3,-0.7,136,29.5
2025-11-24,CUST05,Urban Pantry Express,CAT05-SKU05,CAT05,Organic Pantry Staples,422.29,34,12.42,0,83.0,10.06,35.3,24.3,4.6,34,31.7
2025-11-24,CUST05,Urban Pantry Express,CAT05-SKU06,CAT05,Organic Pantry Staples,268.84,49,5.49,0,91.6,14.5,27.6,26.7,-2.1,51,26.5
2025-11-24,CUST05,Urban Pantry Express,CAT06-SKU01,CAT06,Fresh Specialty Cheese,526.37,56,9.4,0,74.5,16.57,34.4,33.2,11.6,57,14.7
2025-11-24,CUST05,Urban Pantry Express,CAT06-SKU02,CAT06,Fresh Specialty Cheese,445.97,75,5.95,0,68.0,22.19,31.1,26.6,8.6,69,36.4
2025-11-24,CUST05,Urban Pantry Express,CAT06-SKU03,CAT06,Fresh Specialty Cheese,709.5,74,9.59,0,74.7,21.89,31.6,26.0,11.0,75,32.5
2025-11-24,CUST05,Urban Pantry Express,CAT06-SKU04,CAT06,Fresh Specialty Cheese,504.83,47,10.74,0,72.2,13.91,23.2,23.7,14.8,47,54.6
2025-11-24,CUST05,Urban Pantry Express,CAT06-SKU05,CAT06,Fresh Specialty Cheese,499.86,101,4.95,0,74.3,29.88,29.5,27.6,3.9,108,39.2
2025-11-24,CUST05,Urban Pantry Express,CAT06-SKU06,CAT06,Fresh Specialty Cheese,561.04,55,10.2,0,64.1,16.27,31.1,23.6,9.0,57,46.7
2025-12-01,CUST01,Central Market Group,CAT01-SKU01,CAT01,Functional Beverages,501.94,78,6.44,0,94.4,6.07,40.9,37.7,11.2,71,32.9
2025-12-01,CUST01,Central Market Group,CAT01-SKU02,CAT01,Functional Beverages,1727.11,221,7.81,0,76.6,17.2,32.7,27.7,13.2,213,34.1
2025-12-01,CUST01,Central Market Group,CAT01-SKU03,CAT01,Functional Beverages,1021.46,88,11.61,0,88.2,6.85,18.7,23.0,13.8,86,31.8
2025-12-01,CUST01,Central Market Group,CAT01-SKU04,CAT01,Functional Beverages,1930.23,157,12.29,0,87.8,12.22,32.8,32.3,13.9,154,33.1
2025-12-01,CUST01,Central Market Group,CAT01-SKU05,CAT01,Functional Beverages,1290.02,150,8.6,1,73.7,11.67,42.6,43.6,12.7,156,16.7
2025-12-01,CUST01,Central Market Group,CAT01-SKU06,CAT01,Functional Beverages,857.96,119,7.21,0,76.1,9.26,35.4,28.7,18.0,116,33.0
2025-12-01,CUST01,Central Market Group,CAT02-SKU01,CAT02,Better-for-You Snacks,1194.87,144,8.3,1,85.2,11.21,22.2,25.2,5.4,143,36.3
2025-12-01,CUST01,Central Market Group,CAT02-SKU02,CAT02,Better-for-You Snacks,288.29,60,4.8,0,86.9,4.67,45.9,39.6,6.5,61,28.3
2025-12-01,CUST01,Central Market Group,CAT02-SKU03,CAT02,Better-for-You Snacks,1359.18,148,9.18,0,77.9,11.52,28.6,22.7,5.9,145,32.3
2025-12-01,CUST01,Central Market Group,CAT02-SKU04,CAT02,Better-for-You Snacks,1472.56,139,10.59,1,91.7,10.82,34.1,30.3,11.7,134,23.0
2025-12-01,CUST01,Central Market Group,CAT02-SKU05,CAT02,Better-for-You Snacks,1845.78,234,7.89,0,92.5,18.21,25.6,24.8,14.7,230,23.7
2025-12-01,CUST01,Central Market Group,CAT02-SKU06,CAT02,Better-for-You Snacks,1821.69,173,10.53,1,81.4,13.46,18.0,23.8,12.0,165,34.7
2025-12-01,CUST01,Central Market Group,CAT03-SKU01,CAT03,Plant-Based Meals,951.31,160,5.95,0,75.3,12.45,27.9,26.6,0.9,150,39.8
2025-12-01,CUST01,Central Market Group,CAT03-SKU02,CAT03,Plant-Based Meals,1523.42,127,12.0,0,83.0,9.88,27.7,32.8,8.4,134,24.9
2025-12-01,CUST01,Central Market Group,CAT03-SKU03,CAT03,Plant-Based Meals,2435.9,201,12.12,0,88.2,15.64,32.8,29.4,10.9,191,20.1
2025-12-01,CUST01,Central Market Group,CAT03-SKU04,CAT03,Plant-Based Meals,371.97,47,7.91,0,85.1,3.66,48.2,45.4,8.9,48,32.1
2025-12-01,CUST01,Central Market Group,CAT03-SKU05,CAT03,Plant-Based Meals,620.64,87,7.13,1,78.5,6.77,38.9,31.5,2.9,86,19.6
2025-12-01,CUST01,Central Market Group,CAT03-SKU06,CAT03,Plant-Based Meals,308.14,58,5.31,0,83.1,4.51,22.8,21.6,9.6,54,25.4
2025-12-01,CUST01,Central Market Group,CAT04-SKU01,CAT04,Natural Personal Care,828.53,81,10.23,0,72.2,6.3,23.8,22.9,5.2,74,36.5
2025-12-01,CUST01,Central Market Group,CAT04-SKU02,CAT04,Natural Personal Care,501.41,47,10.67,0,68.4,3.66,41.3,39.6,1.2,46,26.1
2025-12-01,CUST01,Central Market Group,CAT04-SKU03,CAT04,Natural Personal Care,1686.98,212,7.96,1,78.1,16.5,28.1,23.8,9.1,206,29.4
2025-12-01,CUST01,Central Market Group,CAT04-SKU04,CAT04,Natural Personal Care,1391.49,114,12.21,0,72.5,8.87,30.6,27.2,4.5,110,27.4
2025-12-01,CUST01,Central Market Group,CAT04-SKU05,CAT04,Natural Personal Care,2091.93,184,11.37,0,79.5,14.32,27.5,23.4,3.5,186,34.7
2025-12-01,CUST01,Central Market Group,CAT04-SKU06,CAT04,Natural Personal Care,710.03,58,12.24,0,66.9,4.51,45.4,38.3,3.0,54,29.8
2025-12-01,CUST01,Central Market Group,CAT05-SKU01,CAT05,Organic Pantry Staples,1319.03,127,10.39,0,87.1,9.88,26.9,24.3,7.1,120,36.1
2025-12-01,CUST01,Central Market Group,CAT05-SKU02,CAT05,Organic Pantry Staples,768.81,78,9.86,0,90.2,6.07,11.5,12,2.4,81,24.7
2025-12-01,CUST01,Central Market Group,CAT05-SKU03,CAT05,Organic Pantry Staples,1528.2,184,8.31,0,95.1,14.32,30.6,27.1,3.6,171,30.5
2025-12-01,CUST01,Central Market Group,CAT05-SKU04,CAT05,Organic Pantry Staples,1048.62,147,7.13,0,95.4,11.44,34.1,30.0,2.9,144,21.8
2025-12-01,CUST01,Central Market Group,CAT05-SKU05,CAT05,Organic Pantry Staples,2489.37,199,12.51,0,80.5,15.49,22.8,19.6,-0.4,207,30.0
2025-12-01,CUST01,Central Market Group,CAT05-SKU06,CAT05,Organic Pantry Staples,1032.78,195,5.3,0,95.2,15.18,29.3,26.3,-2.0,203,21.2
2025-12-01,CUST01,Central Market Group,CAT06-SKU01,CAT06,Fresh Specialty Cheese,1745.97,199,8.77,1,74.0,15.49,35.4,32.7,10.0,209,30.4
2025-12-01,CUST01,Central Market Group,CAT06-SKU02,CAT06,Fresh Specialty Cheese,909.78,161,5.65,0,64.7,12.53,24.4,22.8,9.2,152,34.0
2025-12-01,CUST01,Central Market Group,CAT06-SKU03,CAT06,Fresh Specialty Cheese,1196.58,145,8.25,1,66.9,11.28,33.6,29.2,9.2,138,40.7
2025-12-01,CUST01,Central Market Group,CAT06-SKU04,CAT06,Fresh Specialty Cheese,1443.04,133,10.85,0,75.3,10.35,34.1,25.2,7.7,126,17.5
2025-12-01,CUST01,Central Market Group,CAT06-SKU05,CAT06,Fresh Specialty Cheese,429.99,87,4.94,0,83.5,6.77,32.9,31.6,8.8,83,25.0
2025-12-01,CUST01,Central Market Group,CAT06-SKU06,CAT06,Fresh Specialty Cheese,754.4,77,9.8,0,77.5,5.99,13.9,16.3,11.8,73,27.4
2025-12-01,CUST02,Sproutline Natural Markets,CAT01-SKU01,CAT01,Functional Beverages,1262.21,198,6.37,0,83.6,46.7,39.9,40.5,17.2,185,28.0
2025-12-01,CUST02,Sproutline Natural Markets,CAT01-SKU02,CAT01,Functional Beverages,798.99,112,7.13,1,86.1,26.42,33.8,31.6,13.4,114,20.3
2025-12-01,CUST02,Sproutline Natural Markets,CAT01-SKU03,CAT01,Functional Beverages,1216.13,106,11.47,0,89.9,25.0,38.3,31.3,11.8,100,33.5
2025-12-01,CUST02,Sproutline Natural Markets,CAT01-SKU04,CAT01,Functional Beverages,1476.21,126,11.72,0,78.5,29.72,31.4,24.4,11.1,123,24.2
2025-12-01,CUST02,Sproutline Natural Markets,CAT01-SKU05,CAT01,Functional Beverages,1057.79,117,9.04,0,88.5,27.59,41.1,37.0,16.7,124,33.7
2025-12-01,CUST02,Sproutline Natural Markets,CAT01-SKU06,CAT01,Functional Beverages,1044.9,151,6.92,0,89.4,35.61,25.4,21.8,13.2,141,27.5
2025-12-01,CUST02,Sproutline Natural Markets,CAT02-SKU01,CAT02,Better-for-You Snacks,1146.28,120,9.55,0,92.0,28.3,28.2,16.3,7.6,124,35.7
2025-12-01,CUST02,Sproutline Natural Markets,CAT02-SKU02,CAT02,Better-for-You Snacks,732.72,149,4.92,0,88.5,35.14,29.3,23.1,9.5,159,23.0
2025-12-01,CUST02,Sproutline Natural Markets,CAT02-SKU03,CAT02,Better-for-You Snacks,999.29,117,8.54,0,80.7,27.59,29.1,22.3,10.2,109,26.6
2025-12-01,CUST02,Sproutline Natural Markets,CAT02-SKU04,CAT02,Better-for-You Snacks,2299.11,185,12.43,0,84.7,43.63,26.9,29.0,10.1,196,38.6
2025-12-01,CUST02,Sproutline Natural Markets,CAT02-SKU05,CAT02,Better-for-You Snacks,837.41,106,7.9,0,70.4,25.0,39.2,31.9,4.1,113,8.5
2025-12-01,CUST02,Sproutline Natural Markets,CAT02-SKU06,CAT02,Better-for-You Snacks,2630.75,215,12.24,0,81.7,50.71,22.6,24.9,10.4,205,29.4
2025-12-01,CUST02,Sproutline Natural Markets,CAT03-SKU01,CAT03,Plant-Based Meals,1134.96,195,5.82,0,83.1,45.99,28.5,27.3,4.3,179,25.7
2025-12-01,CUST02,Sproutline Natural Markets,CAT03-SKU02,CAT03,Plant-Based Meals,1792.04,146,12.27,0,90.2,34.43,30.8,28.9,4.5,147,22.7
2025-12-01,CUST02,Sproutline Natural Markets,CAT03-SKU03,CAT03,Plant-Based Meals,1126.76,92,12.25,0,77.3,21.7,21.0,22.4,6.9,86,30.0
2025-12-01,CUST02,Sproutline Natural Markets,CAT03-SKU04,CAT03,Plant-Based Meals,745.38,91,8.19,0,87.5,21.46,22.1,18.7,0.7,91,35.2
2025-12-01,CUST02,Sproutline Natural Markets,CAT03-SKU05,CAT03,Plant-Based Meals,349.75,45,7.77,0,93.9,10.61,37.2,28.4,4.8,42,24.7
2025-12-01,CUST02,Sproutline Natural Markets,CAT03-SKU06,CAT03,Plant-Based Meals,446.2,81,5.51,0,77.5,19.1,16.2,13.0,4.2,84,25.9
2025-12-01,CUST02,Sproutline Natural Markets,CAT04-SKU01,CAT04,Natural Personal Care,1736.51,166,10.46,0,77.3,39.15,25.2,21.6,0.2,173,36.8
2025-12-01,CUST02,Sproutline Natural Markets,CAT04-SKU02,CAT04,Natural Personal Care,1821.23,170,10.71,0,75.2,40.09,27.8,22.6,-2.6,167,46.7
2025-12-01,CUST02,Sproutline Natural Markets,CAT04-SKU03,CAT04,Natural Personal Care,1912.01,246,7.77,1,82.0,58.02,27.6,22.5,3.4,227,15.0
2025-12-01,CUST02,Sproutline Natural Markets,CAT04-SKU04,CAT04,Natural Personal Care,1686.31,161,10.47,1,68.6,37.97,25.2,16.0,0.8,156,34.6
2025-12-01,CUST02,Sproutline Natural Markets,CAT04-SKU05,CAT04,Natural Personal Care,2173.92,180,12.08,0,70.6,42.45,29.1,31.3,6.7,183,38.2
2025-12-01,CUST02,Sproutline Natural Markets,CAT04-SKU06,CAT04,Natural Personal Care,598.54,49,12.22,0,82.5,11.56,33.7,29.1,0.1,52,28.8
2025-12-01,CUST02,Sproutline Natural Markets,CAT05-SKU01,CAT05,Organic Pantry Staples,1456.25,172,8.47,1,86.7,40.57,22.5,22.0,-1.0,163,27.4
2025-12-01,CUST02,Sproutline Natural Markets,CAT05-SKU02,CAT05,Organic Pantry Staples,867.0,93,9.32,0,83.0,21.93,20.7,17.9,0.2,90,20.5
2025-12-01,CUST02,Sproutline Natural Markets,CAT05-SKU03,CAT05,Organic Pantry Staples,1640.38,199,8.24,0,90.3,46.93,24.3,21.8,4.8,198,31.5
2025-12-01,CUST02,Sproutline Natural Markets,CAT05-SKU04,CAT05,Organic Pantry Staples,1080.4,153,7.06,0,86.2,36.08,28.7,28.7,-1.4,143,33.0
2025-12-01,CUST02,Sproutline Natural Markets,CAT05-SKU05,CAT05,Organic Pantry Staples,1251.33,101,12.39,0,83.5,23.82,23.6,21.6,-0.9,107,42.8
2025-12-01,CUST02,Sproutline Natural Markets,CAT05-SKU06,CAT05,Organic Pantry Staples,922.41,184,5.01,1,88.3,43.4,31.1,25.6,-1.3,192,27.3
2025-12-01,CUST02,Sproutline Natural Markets,CAT06-SKU01,CAT06,Fresh Specialty Cheese,1438.77,155,9.28,0,70.6,36.56,45.1,40.9,5.2,153,21.7
2025-12-01,CUST02,Sproutline Natural Markets,CAT06-SKU02,CAT06,Fresh Specialty Cheese,1147.23,198,5.79,0,60.0,46.7,28.1,29.9,4.4,198,48.2
2025-12-01,CUST02,Sproutline Natural Markets,CAT06-SKU03,CAT06,Fresh Specialty Cheese,407.24,42,9.7,0,68.5,9.91,16.9,18.3,7.9,45,33.1
2025-12-01,CUST02,Sproutline Natural Markets,CAT06-SKU04,CAT06,Fresh Specialty Cheese,1749.85,169,10.35,0,75.2,39.86,12.1,12,15.4,176,37.2
2025-12-01,CUST02,Sproutline Natural Markets,CAT06-SKU05,CAT06,Fresh Specialty Cheese,768.17,155,4.96,0,71.7,36.56,25.9,31.5,3.4,156,31.8
2025-12-01,CUST02,Sproutline Natural Markets,CAT06-SKU06,CAT06,Fresh Specialty Cheese,2040.48,231,8.83,1,74.6,54.48,27.7,25.0,10.9,234,38.1
2025-12-01,CUST03,Northstar Independent Co-op,CAT01-SKU01,CAT01,Functional Beverages,371.07,59,6.29,0,80.9,9.64,36.1,34.4,14.2,60,40.7
2025-12-01,CUST03,Northstar Independent Co-op,CAT01-SKU02,CAT01,Functional Beverages,874.73,114,7.67,0,81.7,18.63,27.8,28.8,17.4,113,19.8
2025-12-01,CUST03,Northstar Independent Co-op,CAT01-SKU03,CAT01,Functional Beverages,1348.69,115,11.73,0,92.4,18.79,20.3,25.8,11.1,116,32.0
2025-12-01,CUST03,Northstar Independent Co-op,CAT01-SKU04,CAT01,Functional Beverages,937.46,84,11.16,1,98,13.73,27.0,20.3,15.5,80,24.6
2025-12-01,CUST03,Northstar Independent Co-op,CAT01-SKU05,CAT01,Functional Beverages,1423.23,148,9.62,0,90.6,24.18,37.6,31.5,15.8,153,32.1
2025-12-01,CUST03,Northstar Independent Co-op,CAT01-SKU06,CAT01,Functional Beverages,301.17,44,6.84,0,94.4,7.19,29.2,20.5,18.4,44,28.2
2025-12-01,CUST03,Northstar Independent Co-op,CAT02-SKU01,CAT02,Better-for-You Snacks,819.89,87,9.42,0,76.3,14.22,37.3,31.1,11.2,84,28.3
2025-12-01,CUST03,Northstar Independent Co-op,CAT02-SKU02,CAT02,Better-for-You Snacks,199.99,41,4.88,0,84.7,6.7,28.3,27.4,4.5,41,12.4
2025-12-01,CUST03,Northstar Independent Co-op,CAT02-SKU03,CAT02,Better-for-You Snacks,739.7,82,9.02,0,79.3,13.4,36.0,34.4,9.6,78,22.1
2025-12-01,CUST03,Northstar Independent Co-op,CAT02-SKU04,CAT02,Better-for-You Snacks,1694.92,134,12.65,0,77.4,21.9,15.7,13.4,8.2,131,31.5
2025-12-01,CUST03,Northstar Independent Co-op,CAT02-SKU05,CAT02,Better-for-You Snacks,250.7,34,7.37,0,95.3,5.56,28.0,24.8,8.5,36,34.5
2025-12-01,CUST03,Northstar Independent Co-op,CAT02-SKU06,CAT02,Better-for-You Snacks,925.31,73,12.68,0,79.5,11.93,12.5,13.0,4.1,76,29.8
2025-12-01,CUST03,Northstar Independent Co-op,CAT03-SKU01,CAT03,Plant-Based Meals,213.65,38,5.62,0,79.2,6.21,40.7,36.4,2.9,40,18.6
2025-12-01,CUST03,Northstar Independent Co-op,CAT03-SKU02,CAT03,Plant-Based Meals,1177.82,101,11.66,0,75.5,16.5,31.9,28.2,7.3,105,31.6
2025-12-01,CUST03,Northstar Independent Co-op,CAT03-SKU03,CAT03,Plant-Based Meals,948.84,81,11.71,0,91.4,13.24,32.7,29.3,8.2,85,32.1
2025-12-01,CUST03,Northstar Independent Co-op,CAT03-SKU04,CAT03,Plant-Based Meals,491.32,58,8.47,0,86.9,9.48,30.3,31.9,8.0,61,39.1
2025-12-01,CUST03,Northstar Independent Co-op,CAT03-SKU05,CAT03,Plant-Based Meals,576.45,72,8.01,0,78.6,11.76,34.5,31.8,6.3,74,48.5
2025-12-01,CUST03,Northstar Independent Co-op,CAT03-SKU06,CAT03,Plant-Based Meals,346.35,76,4.56,1,82.8,12.42,38.0,32.5,8.0,81,38.3
2025-12-01,CUST03,Northstar Independent Co-op,CAT04-SKU01,CAT04,Natural Personal Care,591.63,55,10.76,0,74.3,8.99,15.1,22.5,1.2,50,39.3
2025-12-01,CUST03,Northstar Independent Co-op,CAT04-SKU02,CAT04,Natural Personal Care,1402.45,129,10.87,0,72.6,21.08,30.8,25.6,9.3,137,29.9
2025-12-01,CUST03,Northstar Independent Co-op,CAT04-SKU03,CAT04,Natural Personal Care,939.57,102,9.21,0,82.4,16.67,24.5,19.7,-2.6,105,32.8
2025-12-01,CUST03,Northstar Independent Co-op,CAT04-SKU04,CAT04,Natural Personal Care,1428.79,125,11.43,0,68.6,20.42,28.8,23.0,4.7,120,38.8
2025-12-01,CUST03,Northstar Independent Co-op,CAT04-SKU05,CAT04,Natural Personal Care,1389.24,137,10.14,1,73.5,22.39,52,41.4,3.6,131,30.2
2025-12-01,CUST03,Northstar Independent Co-op,CAT04-SKU06,CAT04,Natural Personal Care,875.02,71,12.32,0,84.2,11.6,23.8,23.8,6.9,71,28.8
2025-12-01,CUST03,Northstar Independent Co-op,CAT05-SKU01,CAT05,Organic Pantry Staples,1152.84,112,10.29,0,83.6,18.3,33.4,31.8,4.5,104,27.8
2025-12-01,CUST03,Northstar Independent Co-op,CAT05-SKU02,CAT05,Organic Pantry Staples,820.95,86,9.55,0,97.4,14.05,29.7,23.9,0.1,83,28.0
2025-12-01,CUST03,Northstar Independent Co-op,CAT05-SKU03,CAT05,Organic Pantry Staples,265.46,32,8.3,0,84.2,5.23,37.1,34.9,5.2,30,22.8
2025-12-01,CUST03,Northstar Independent Co-op,CAT05-SKU04,CAT05,Organic Pantry Staples,423.92,60,7.07,0,87.9,9.8,30.6,29.5,-2.5,63,28.8
2025-12-01,CUST03,Northstar Independent Co-op,CAT05-SKU05,CAT05,Organic Pantry Staples,697.64,59,11.82,0,82.6,9.64,32.6,26.7,7.2,55,34.7
2025-12-01,CUST03,Northstar Independent Co-op,CAT05-SKU06,CAT05,Organic Pantry Staples,390.03,70,5.57,0,93.2,11.44,29.4,27.2,2.0,75,30.4
2025-12-01,CUST03,Northstar Independent Co-op,CAT06-SKU01,CAT06,Fresh Specialty Cheese,1025.93,104,9.86,0,70.9,16.99,32.9,25.2,6.0,99,26.2
2025-12-01,CUST03,Northstar Independent Co-op,CAT06-SKU02,CAT06,Fresh Specialty Cheese,668.63,114,5.87,0,55.9,18.63,11.4,13.2,7.3,114,38.3
2025-12-01,CUST03,Northstar Independent Co-op,CAT06-SKU03,CAT06,Fresh Specialty Cheese,953.87,100,9.54,0,75.0,16.34,21.5,21.1,8.5,102,25.6
2025-12-01,CUST03,Northstar Independent Co-op,CAT06-SKU04,CAT06,Fresh Specialty Cheese,368.13,36,10.23,0,72.1,5.88,28.8,25.4,11.4,38,37.4
2025-12-01,CUST03,Northstar Independent Co-op,CAT06-SKU05,CAT06,Fresh Specialty Cheese,630.68,126,5.01,0,81.6,20.59,13.5,12.4,11.6,118,41.2
2025-12-01,CUST03,Northstar Independent Co-op,CAT06-SKU06,CAT06,Fresh Specialty Cheese,1306.97,131,9.98,0,65.3,21.41,33.7,32.9,4.6,131,33.9
2025-12-01,CUST04,Fresh Table Supermarkets,CAT01-SKU01,CAT01,Functional Beverages,287.8,47,6.12,0,79.9,16.43,41.2,37.4,16.7,44,44.2
2025-12-01,CUST04,Fresh Table Supermarkets,CAT01-SKU02,CAT01,Functional Beverages,731.75,103,7.1,1,82.1,36.01,26.8,27.0,21.9,109,30.7
2025-12-01,CUST04,Fresh Table Supermarkets,CAT01-SKU03,CAT01,Functional Beverages,854.84,77,11.1,0,85.4,26.92,36.5,33.2,12.8,72,26.8
2025-12-01,CUST04,Fresh Table Supermarkets,CAT01-SKU04,CAT01,Functional Beverages,637.99,52,12.27,0,82.3,18.18,37.4,38.5,13.0,55,21.0
2025-12-01,CUST04,Fresh Table Supermarkets,CAT01-SKU05,CAT01,Functional Beverages,1444.5,168,8.6,1,78.1,58.74,39.6,27.1,11.4,173,24.3
2025-12-01,CUST04,Fresh Table Supermarkets,CAT01-SKU06,CAT01,Functional Beverages,467.02,66,7.08,0,84.0,23.08,14.1,16.2,11.4,68,36.0
2025-12-01,CUST04,Fresh Table Supermarkets,CAT02-SKU01,CAT02,Better-for-You Snacks,1551.35,164,9.46,0,98,57.34,29.6,31.4,8.3,162,20.0
2025-12-01,CUST04,Fresh Table Supermarkets,CAT02-SKU02,CAT02,Better-for-You Snacks,737.22,173,4.26,1,98,60.49,23.2,23.8,7.2,182,39.2
