promo_id,customer_id,customer_name,sku_id,category,week_start,planned_lift_pct,actual_lift_pct,feature_display,compliance_pct,funding_rate_pct
PROMO-0195,CUST01,Central Market Group,CAT02-SKU04,Better-for-You Snacks,2025-12-01,14.6,20.0,Feature and display,78.8,17.0
PROMO-0196,CUST01,Central Market Group,CAT04-SKU03,Natural Personal Care,2025-12-01,33.8,27.7,Feature and display,60.9,7.3
PROMO-0197,CUST01,Central Market Group,CAT06-SKU03,Fresh Specialty Cheese,2025-12-01,34.0,12.5,Digital only,79.8,10.7
PROMO-0198,CUST02,Sproutline Natural Markets,CAT01-SKU02,Functional Beverages,2025-12-01,23.2,31.5,Feature and display,87.7,9.8
PROMO-0199,CUST02,Sproutline Natural Markets,CAT04-SKU03,Natural Personal Care,2025-12-01,18.0,33.9,Feature and display,52.2,7.8
PROMO-0200,CUST02,Sproutline Natural Markets,CAT06-SKU06,Fresh Specialty Cheese,2025-12-01,32.0,29.1,Digital only,99,6.1
PROMO-0201,CUST03,Northstar Independent Co-op,CAT01-SKU04,Functional Beverages,2025-12-01,11.9,17.9,Feature,83.2,14.2
PROMO-0202,CUST03,Northstar Independent Co-op,CAT03-SKU06,Plant-Based Meals,2025-12-01,27.1,11.1,Digital only,80.8,11.9
PROMO-0203,CUST03,Northstar Independent Co-op,CAT04-SKU05,Natural Personal Care,2025-12-01,20.8,6.1,Feature,65.5,10.3
PROMO-0204,CUST04,Fresh Table Supermarkets,CAT01-SKU02,Functional Beverages,2025-12-01,33.8,27.3,Feature,75.5,7.7
PROMO-0205,CUST04,Fresh Table Supermarkets,CAT02-SKU03,Better-for-You Snacks,2025-12-01,31.8,25.9,Display,73.8,8.9
PROMO-0206,CUST04,Fresh Table Supermarkets,CAT02-SKU05,Better-for-You Snacks,2025-12-01,11.0,16.9,Display,90.7,14.4
PROMO-0207,CUST04,Fresh Table Supermarkets,CAT02-SKU06,Better-for-You Snacks,2025-12-01,21.2,9.5,Feature,99,10.9
PROMO-0208,CUST04,Fresh Table Supermarkets,CAT03-SKU05,Plant-Based Meals,2025-12-01,37.6,31.3,Feature,82.1,12.0
PROMO-0209,CUST04,Fresh Table Supermarkets,CAT04-SKU06,Natural Personal Care,2025-12-01,32.6,12.3,Feature,72.0,7.9
PROMO-0210,CUST05,Urban Pantry Express,CAT03-SKU06,Plant-Based Meals,2025-12-01,33.1,26.8,Digital only,92.4,7.9
PROMO-0211,CUST05,Urban Pantry Express,CAT04-SKU05,Natural Personal Care,2025-12-01,18.1,13.0,Digital only,75.0,16.6
PROMO-0212,CUST05,Urban Pantry Express,CAT05-SKU04,Organic Pantry Staples,2025-12-01,24.5,17.7,Feature and display,71.7,13.7
PROMO-0213,CUST05,Urban Pantry Express,CAT05-SKU06,Organic Pantry Staples,2025-12-01,33.9,33.6,Digital only,95.8,8.4
PROMO-0214,CUST05,Urban Pantry Express,CAT06-SKU06,Fresh Specialty Cheese,2025-12-01,19.5,15.5,Digital only,75.1,17.4
PROMO-0215,CUST01,Central Market Group,CAT01-SKU04,Functional Beverages,2025-12-08,14.0,28.4,Feature,57.3,11.3
PROMO-0216,CUST01,Central Market Group,CAT01-SKU06,Functional Beverages,2025-12-08,26.7,26.8,Feature,71.2,16.3
PROMO-0217,CUST01,Central Market Group,CAT02-SKU02,Better-for-You Snacks,2025-12-08,25.2,29.8,Display,99,11.4
PROMO-0218,CUST01,Central Market Group,CAT02-SKU04,Better-for-You Snacks,2025-12-08,35.3,20.5,Feature and display,88.8,15.0
PROMO-0219,CUST01,Central Market Group,CAT04-SKU03,Natural Personal Care,2025-12-08,18.5,10.4,Digital only,58.9,14.6
PROMO-0220,CUST01,Central Market Group,CAT05-SKU03,Organic Pantry Staples,2025-12-08,34.3,24.1,Feature,95.9,14.2
PROMO-0221,CUST01,Central Market Group,CAT06-SKU06,Fresh Specialty Cheese,2025-12-08,23.6,23.9,Feature and display,56.8,15.0
PROMO-0222,CUST02,Sproutline Natural Markets,CAT01-SKU03,Functional Beverages,2025-12-08,23.1,6.3,Feature,70.6,12.4
PROMO-0223,CUST02,Sproutline Natural Markets,CAT01-SKU06,Functional Beverages,2025-12-08,16.4,27.2,Feature,87.0,8.3
PROMO-0224,CUST02,Sproutline Natural Markets,CAT03-SKU05,Plant-Based Meals,2025-12-08,20.0,6.7,Feature and display,56.0,10.6
PROMO-0225,CUST02,Sproutline Natural Markets,CAT05-SKU01,Organic Pantry Staples,2025-12-08,34.9,20.2,Feature,61.0,11.3
PROMO-0226,CUST02,Sproutline Natural Markets,CAT06-SKU02,Fresh Specialty Cheese,2025-12-08,21.4,33.4,Display,73.8,11.3
PROMO-0227,CUST02,Sproutline Natural Markets,CAT06-SKU06,Fresh Specialty Cheese,2025-12-08,36.5,21.2,Feature,72.9,16.2
PROMO-0228,CUST03,Northstar Independent Co-op,CAT02-SKU01,Better-for-You Snacks,2025-12-08,22.0,10.4,Digital only,74.8,17.1
PROMO-0229,CUST03,Northstar Independent Co-op,CAT02-SKU03,Better-for-You Snacks,2025-12-08,20.8,19.4,Feature,91.7,6.4
PROMO-0230,CUST03,Northstar Independent Co-op,CAT04-SKU02,Natural Personal Care,2025-12-08,12.5,21.9,Display,67.1,8.5
PROMO-0231,CUST03,Northstar Independent Co-op,CAT04-SKU04,Natural Personal Care,2025-12-08,17.8,5.7,Display,65.8,6.7
PROMO-0232,CUST03,Northstar Independent Co-op,CAT04-SKU06,Natural Personal Care,2025-12-08,19.7,17.4,Feature,74.9,8.6
PROMO-0233,CUST03,Northstar Independent Co-op,CAT05-SKU05,Organic Pantry Staples,2025-12-08,36.3,8.0,Display,75.7,6.8
PROMO-0234,CUST03,Northstar Independent Co-op,CAT06-SKU03,Fresh Specialty Cheese,2025-12-08,13.6,33.6,Digital only,68.4,6.4
PROMO-0235,CUST03,Northstar Independent Co-op,CAT06-SKU04,Fresh Specialty Cheese,2025-12-08,24.3,17.1,Digital only,75.1,12.1
PROMO-0236,CUST03,Northstar Independent Co-op,CAT06-SKU06,Fresh Specialty Cheese,2025-12-08,31.2,7.4,Display,72.5,6.3
PROMO-0237,CUST04,Fresh Table Supermarkets,CAT01-SKU01,Functional Beverages,2025-12-08,35.6,12.0,Feature and display,90.1,14.3
PROMO-0238,CUST04,Fresh Table Supermarkets,CAT01-SKU04,Functional Beverages,2025-12-08,28.1,33.8,Digital only,87.2,14.5
PROMO-0239,CUST04,Fresh Table Supermarkets,CAT01-SKU05,Functional Beverages,2025-12-08,24.4,27.0,Feature,85.3,15.7
PROMO-0240,CUST05,Urban Pantry Express,CAT04-SKU01,Natural Personal Care,2025-12-08,32.9,33.1,Display,73.2,12.0
PROMO-0241,CUST05,Urban Pantry Express,CAT05-SKU02,Organic Pantry Staples,2025-12-08,36.0,26.7,Digital only,79.7,9.9
PROMO-0242,CUST05,Urban Pantry Express,CAT05-SKU05,Organic Pantry Staples,2025-12-08,20.3,10.7,Display,65.8,10.8
PROMO-0243,CUST05,Urban Pantry Express,CAT06-SKU06,Fresh Specialty Cheese,2025-12-08,10.4,27.5,Feature,89.6,10.9
PROMO-0244,CUST01,Central Market Group,CAT01-SKU05,Functional Beverages,2025-12-15,37.6,25.4,Feature,93.2,10.3
PROMO-0245,CUST01,Central Market Group,CAT03-SKU04,Plant-Based Meals,2025-12-15,21.7,31.8,Feature,73.9,6.6
PROMO-0246,CUST01,Central Market Group,CAT05-SKU02,Organic Pantry Staples,2025-12-15,32.7,11.0,Feature and display,99,11.0
PROMO-0247,CUST01,Central Market Group,CAT05-SKU04,Organic Pantry Staples,2025-12-15,23.1,5.6,Feature and display,71.1,8.7
PROMO-0248,CUST02,Sproutline Natural Markets,CAT02-SKU03,Better-for-You Snacks,2025-12-15,14.6,29.3,Feature and display,71.4,13.7
PROMO-0249,CUST02,Sproutline Natural Markets,CAT04-SKU03,Natural Personal Care,2025-12-15,20.7,15.1,Feature,94.6,15.8
PROMO-0250,CUST02,Sproutline Natural Markets,CAT06-SKU05,Fresh Specialty Cheese,2025-12-15,16.0,21.3,Display,57.7,15.9
PROMO-0251,CUST02,Sproutline Natural Markets,CAT06-SKU06,Fresh Specialty Cheese,2025-12-15,15.6,24.4,Feature,43.3,17.0
PROMO-0252,CUST03,Northstar Independent Co-op,CAT03-SKU05,Plant-Based Meals,2025-12-15,36.3,30.7,Display,83.6,8.7
PROMO-0253,CUST03,Northstar Independent Co-op,CAT05-SKU02,Organic Pantry Staples,2025-12-15,21.9,15.7,Digital only,89.7,12.2
PROMO-0254,CUST03,Northstar Independent Co-op,CAT05-SKU03,Organic Pantry Staples,2025-12-15,30.9,8.3,Digital only,79.0,14.3
PROMO-0255,CUST04,Fresh Table Supermarkets,CAT01-SKU02,Functional Beverages,2025-12-15,18.8,30.5,Feature,83.0,12.2
PROMO-0256,CUST04,Fresh Table Supermarkets,CAT02-SKU01,Better-for-You Snacks,2025-12-15,28.9,18.7,Feature and display,92.7,14.5
PROMO-0257,CUST04,Fresh Table Supermarkets,CAT02-SKU02,Better-for-You Snacks,2025-12-15,27.4,12.5,Feature,89.5,14.5
PROMO-0258,CUST04,Fresh Table Supermarkets,CAT04-SKU06,Natural Personal Care,2025-12-15,16.4,31.3,Feature,83.8,16.7
PROMO-0259,CUST04,Fresh Table Supermarkets,CAT05-SKU05,Organic Pantry Staples,2025-12-15,33.7,7.2,Digital only,76.6,17.3
PROMO-0260,CUST05,Urban Pantry Express,CAT02-SKU01,Better-for-You Snacks,2025-12-15,11.7,12.4,Feature and display,80.8,8.7
PROMO-0261,CUST05,Urban Pantry Express,CAT02-SKU03,Better-for-You Snacks,2025-12-15,25.7,5.3,Display,93.1,15.1
PROMO-0262,CUST05,Urban Pantry Express,CAT03-SKU04,Plant-Based Meals,2025-12-15,13.5,15.6,Digital only,88.5,8.2
PROMO-0263,CUST05,Urban Pantry Express,CAT05-SKU02,Organic Pantry Staples,2025-12-15,13.1,5.0,Digital only,47.9,6.9
PROMO-0264,CUST01,Central Market Group,CAT01-SKU06,Functional Beverages,2025-12-22,16.6,4.7,Feature,72.2,6.8
PROMO-0265,CUST01,Central Market Group,CAT02-SKU05,Better-for-You Snacks,2025-12-22,34.8,31.0,Feature and display,89.3,13.2
PROMO-0266,CUST01,Central Market Group,CAT03-SKU02,Plant-Based Meals,2025-12-22,31.6,29.8,Feature and display,87.0,12.4
PROMO-0267,CUST01,Central Market Group,CAT04-SKU04,Natural Personal Care,2025-12-22,10.9,9.6,Digital only,82.0,15.7
PROMO-0268,CUST01,Central Market Group,CAT05-SKU02,Organic Pantry Staples,2025-12-22,11.5,23.2,Feature,78.1,11.4
PROMO-0269,CUST01,Central Market Group,CAT05-SKU05,Organic Pantry Staples,2025-12-22,13.4,17.9,Feature and display,63.3,9.9
PROMO-0270,CUST02,Sproutline Natural Markets,CAT02-SKU05,Better-for-You Snacks,2025-12-22,22.2,33.5,Digital only,74.8,16.3
PROMO-0271,CUST02,Sproutline Natural Markets,CAT03-SKU04,Plant-Based Meals,2025-12-22,29.0,30.3,Digital only,86.8,15.1
PROMO-0272,CUST02,Sproutline Natural Markets,CAT06-SKU01,Fresh Specialty Cheese,2025-12-22,24.9,23.9,Feature,93.4,8.9
PROMO-0273,CUST03,Northstar Independent Co-op,CAT01-SKU01,Functional Beverages,2025-12-22,35.0,30.7,Digital only,86.9,10.8
PROMO-0274,CUST03,Northstar Independent Co-op,CAT03-SKU02,Plant-Based Meals,2025-12-22,30.3,26.2,Digital only,84.3,16.4
PROMO-0275,CUST03,Northstar Independent Co-op,CAT04-SKU03,Natural Personal Care,2025-12-22,32.6,12.1,Feature,81.0,17.6
PROMO-0276,CUST03,Northstar Independent Co-op,CAT05-SKU04,Organic Pantry Staples,2025-12-22,32.1,4.1,Feature and display,99,11.9
PROMO-0277,CUST04,Fresh Table Supermarkets,CAT01-SKU06,Functional Beverages,2025-12-22,20.7,26.3,Feature and display,62.1,9.9
PROMO-0278,CUST04,Fresh Table Supermarkets,CAT02-SKU05,Better-for-You Snacks,2025-12-22,15.4,6.0,Feature and display,66.2,14.4
PROMO-0279,CUST04,Fresh Table Supermarkets,CAT02-SKU06,Better-for-You Snacks,2025-12-22,21.3,30.1,Feature,46.6,14.8
PROMO-0280,CUST04,Fresh Table Supermarkets,CAT03-SKU02,Plant-Based Meals,2025-12-22,33.4,16.7,Display,78.7,16.3
PROMO-0281,CUST04,Fresh Table Supermarkets,CAT04-SKU01,Natural Personal Care,2025-12-22,16.1,16.7,Display,63.4,16.6
PROMO-0282,CUST04,Fresh Table Supermarkets,CAT05-SKU03,Organic Pantry Staples,2025-12-22,22.7,26.2,Feature and display,72.1,12.5
PROMO-0283,CUST04,Fresh Table Supermarkets,CAT06-SKU01,Fresh Specialty Cheese,2025-12-22,19.0,14.2,Digital only,51.9,8.3
PROMO-0284,CUST04,Fresh Table Supermarkets,CAT06-SKU04,Fresh Specialty Cheese,2025-12-22,16.0,9.9,Display,83.1,7.3
PROMO-0285,CUST05,Urban Pantry Express,CAT01-SKU01,Functional Beverages,2025-12-22,15.4,14.2,Display,70.4,6.3
PROMO-0286,CUST05,Urban Pantry Express,CAT06-SKU03,Fresh Specialty Cheese,2025-12-22,17.8,23.3,Feature,89.2,12.5
PROMO-0287,CUST01,Central Market Group,CAT01-SKU01,Functional Beverages,2025-12-29,29.7,21.8,Feature and display,91.0,11.4
PROMO-0288,CUST01,Central Market Group,CAT02-SKU01,Better-for-You Snacks,2025-12-29,14.7,5.5,Feature and display,93.6,6.4
PROMO-0289,CUST01,Central Market Group,CAT02-SKU06,Better-for-You Snacks,2025-12-29,29.1,17.2,Display,92.1,6.9
PROMO-0290,CUST01,Central Market Group,CAT04-SKU03,Natural Personal Care,2025-12-29,30.0,26.8,Feature,66.4,13.0
PROMO-0291,CUST01,Central Market Group,CAT05-SKU06,Organic Pantry Staples,2025-12-29,30.9,4.8,Digital only,82.9,8.0
PROMO-0292,CUST01,Central Market Group,CAT06-SKU04,Fresh Specialty Cheese,2025-12-29,31.3,9.4,Digital only,91.6,12.3
PROMO-0293,CUST02,Sproutline Natural Markets,CAT03-SKU03,Plant-Based Meals,2025-12-29,34.3,26.1,Display,70.3,10.5
PROMO-0294,CUST02,Sproutline Natural Markets,CAT04-SKU02,Natural Personal Care,2025-12-29,12.3,6.8,Feature,86.2,11.3
PROMO-0295,CUST02,Sproutline Natural Markets,CAT04-SKU04,Natural Personal Care,2025-12-29,32.7,24.6,Digital only,77.6,7.4
PROMO-0296,CUST03,Northstar Independent Co-op,CAT01-SKU01,Functional Beverages,2025-12-29,16.9,32.7,Digital only,63.0,12.8
PROMO-0297,CUST03,Northstar Independent Co-op,CAT01-SKU02,Functional Beverages,2025-12-29,30.4,29.1,Digital only,77.9,14.9
PROMO-0298,CUST03,Northstar Independent Co-op,CAT01-SKU04,Functional Beverages,2025-12-29,25.5,18.2,Digital only,52.5,10.1
PROMO-0299,CUST03,Northstar Independent Co-op,CAT01-SKU06,Functional Beverages,2025-12-29,18.1,33.1,Feature,83.7,11.0
PROMO-0300,CUST03,Northstar Independent Co-op,CAT03-SKU01,Plant-Based Meals,2025-12-29,14.5,20.1,Feature and display,74.8,9.0
PROMO-0301,CUST03,Northstar Independent Co-op,CAT03-SKU04,Plant-Based Meals,2025-12-29,35.0,23.4,Digital only,88.5,15.6
PROMO-0302,CUST03,Northstar Independent Co-op,CAT06-SKU04,Fresh Specialty Cheese,2025-12-29,30.0,8.2,Digital only,62.3,12.4
PROMO-0303,CUST04,Fresh Table Supermarkets,CAT01-SKU01,Functional Beverages,2025-12-29,12.3,11.2,Display,88.3,15.4
PROMO-0304,CUST04,Fresh Table Supermarkets,CAT02-SKU03,Better-for-You Snacks,2025-12-29,23.8,13.1,Display,91.6,13.5
PROMO-0305,CUST04,Fresh Table Supermarkets,CAT02-SKU04,Better-for-You Snacks,2025-12-29,12.9,4.1,Feature,50.4,16.9
PROMO-0306,CUST04,Fresh Table Supermarkets,CAT04-SKU04,Natural Personal Care,2025-12-29,25.4,17.7,Digital only,79.5,15.6
PROMO-0307,CUST04,Fresh Table Supermarkets,CAT05-SKU03,Organic Pantry Staples,2025-12-29,37.6,15.0,Display,90.2,12.9
PROMO-0308,CUST05,Urban Pantry Express,CAT02-SKU01,Better-for-You Snacks,2025-12-29,31.3,27.7,Digital only,76.0,10.5
PROMO-0309,CUST05,Urban Pantry Express,CAT04-SKU05,Natural Personal Care,2025-12-29,35.2,29.4,Digital only,94.7,16.3
PROMO-0310,CUST05,Urban Pantry Express,CAT05-SKU01,Organic Pantry Staples,2025-12-29,34.2,17.2,Feature,64.8,12.0
PROMO-0311,CUST05,Urban Pantry Express,CAT05-SKU03,Organic Pantry Staples,2025-12-29,17.1,4.3,Display,77.5,7.8
PROMO-0312,CUST05,Urban Pantry Express,CAT06-SKU05,Fresh Specialty Cheese,2025-12-29,16.2,19.4,Digital only,73.5,9.7
PROMO-0313,CUST01,Central Market Group,CAT03-SKU01,Plant-Based Meals,2026-01-05,13.1,13.9,Feature and display,66.2,7.3
PROMO-0314,CUST01,Central Market Group,CAT03-SKU06,Plant-Based Meals,2026-01-05,10.8,6.3,Display,84.7,8.9
PROMO-0315,CUST01,Central Market Group,CAT04-SKU02,Natural Personal Care,2026-01-05,16.5,26.6,Feature and display,68.2,8.5
PROMO-0316,CUST01,Central Market Group,CAT04-SKU06,Natural Personal Care,2026-01-05,16.1,28.4,Digital only,70.6,9.7
PROMO-0317,CUST01,Central Market Group,CAT06-SKU02,Fresh Specialty Cheese,2026-01-05,33.5,28.5,Feature,79.3,7.7
PROMO-0318,CUST01,Central Market Group,CAT06-SKU03,Fresh Specialty Cheese,2026-01-05,26.3,17.5,Display,99,16.0
PROMO-0319,CUST01,Central Market Group,CAT06-SKU06,Fresh Specialty Cheese,2026-01-05,26.0,23.2,Feature,64.5,12.3
PROMO-0320,CUST02,Sproutline Natural Markets,CAT01-SKU03,Functional Beverages,2026-01-05,10.6,19.2,Digital only,99,16.6
PROMO-0321,CUST02,Sproutline Natural Markets,CAT02-SKU06,Better-for-You Snacks,2026-01-05,34.5,7.6,Feature,78.8,9.1
PROMO-0322,CUST02,Sproutline Natural Markets,CAT03-SKU02,Plant-Based Meals,2026-01-05,11.4,33.7,Feature,80.8,7.0
PROMO-0323,CUST02,Sproutline Natural Markets,CAT03-SKU04,Plant-Based Meals,2026-01-05,21.5,24.2,Feature,80.9,9.3
PROMO-0324,CUST02,Sproutline Natural Markets,CAT03-SKU06,Plant-Based Meals,2026-01-05,29.0,11.9,Feature and display,84.5,6.8
PROMO-0325,CUST02,Sproutline Natural Markets,CAT04-SKU04,Natural Personal Care,2026-01-05,11.3,25.5,Feature and display,77.2,17.6
PROMO-0326,CUST02,Sproutline Natural Markets,CAT05-SKU06,Organic Pantry Staples,2026-01-05,15.8,14.1,Feature and display,84.7,11.0
PROMO-0327,CUST02,Sproutline Natural Markets,CAT06-SKU06,Fresh Specialty Cheese,2026-01-05,14.9,17.2,Digital only,80.1,7.7
PROMO-0328,CUST03,Northstar Independent Co-op,CAT01-SKU03,Functional Beverages,2026-01-05,18.1,29.7,Feature and display,86.9,10.6
PROMO-0329,CUST03,Northstar Independent Co-op,CAT01-SKU04,Functional Beverages,2026-01-05,29.7,4.8,Feature,84.9,10.1
PROMO-0330,CUST03,Northstar Independent Co-op,CAT01-SKU06,Functional Beverages,2026-01-05,14.1,19.9,Display,75.5,8.1
PROMO-0331,CUST03,Northstar Independent Co-op,CAT03-SKU01,Plant-Based Meals,2026-01-05,35.4,27.5,Digital only,79.5,17.7
PROMO-0332,CUST03,Northstar Independent Co-op,CAT04-SKU03,Natural Personal Care,2026-01-05,27.6,5.7,Feature,92.1,10.8
PROMO-0333,CUST03,Northstar Independent Co-op,CAT06-SKU01,Fresh Specialty Cheese,2026-01-05,20.7,13.6,Digital only,69.7,12.3
PROMO-0334,CUST03,Northstar Independent Co-op,CAT06-SKU05,Fresh Specialty Cheese,2026-01-05,26.4,12.5,Feature,69.6,11.9
PROMO-0335,CUST04,Fresh Table Supermarkets,CAT02-SKU02,Better-for-You Snacks,2026-01-05,12.2,13.8,Display,89.4,11.3
PROMO-0336,CUST04,Fresh Table Supermarkets,CAT06-SKU01,Fresh Specialty Cheese,2026-01-05,23.9,33.4,Feature and display,81.0,13.0
PROMO-0337,CUST04,Fresh Table Supermarkets,CAT06-SKU03,Fresh Specialty Cheese,2026-01-05,15.3,33.6,Digital only,67.3,15.9
PROMO-0338,CUST05,Urban Pantry Express,CAT01-SKU02,Functional Beverages,2026-01-05,11.8,24.7,Display,60.7,8.1
PROMO-0339,CUST05,Urban Pantry Express,CAT02-SKU02,Better-for-You Snacks,2026-01-05,35.8,22.1,Feature,52.4,15.4
PROMO-0340,CUST05,Urban Pantry Express,CAT02-SKU06,Better-for-You Snacks,2026-01-05,11.5,4.8,Feature and display,80.3,12.3
PROMO-0341,CUST05,Urban Pantry Express,CAT06-SKU03,Fresh Specialty Cheese,2026-01-05,24.4,8.8,Feature,89.6,8.9
PROMO-0342,CUST05,Urban Pantry Express,CAT06-SKU04,Fresh Specialty Cheese,2026-01-05,21.9,26.3,Digital only,82.4,7.1
PROMO-0343,CUST01,Central Market Group,CAT02-SKU02,Better-for-You Snacks,2026-01-12,18.4,25.4,Digital only,99,17.2
PROMO-0344,CUST01,Central Market Group,CAT02-SKU03,Better-for-You Snacks,2026-01-12,34.6,12.1,Feature,65.9,14.4
PROMO-0345,CUST01,Central Market Group,CAT02-SKU04,Better-for-You Snacks,2026-01-12,23.2,18.1,Digital only,57.7,16.9
PROMO-0346,CUST01,Central Market Group,CAT03-SKU04,Plant-Based Meals,2026-01-12,24.8,25.8,Display,75.9,9.7
PROMO-0347,CUST01,Central Market Group,CAT04-SKU04,Natural Personal Care,2026-01-12,22.9,7.8,Feature and display,58.8,16.8
PROMO-0348,CUST01,Central Market Group,CAT05-SKU05,Organic Pantry Staples,2026-01-12,21.0,27.4,Feature,69.9,11.3
PROMO-0349,CUST02,Sproutline Natural Markets,CAT02-SKU03,Better-for-You Snacks,2026-01-12,37.3,29.0,Feature,76.0,16.8
PROMO-0350,CUST02,Sproutline Natural Markets,CAT03-SKU06,Plant-Based Meals,2026-01-12,31.2,5.7,Feature,79.0,6.5
PROMO-0351,CUST02,Sproutline Natural Markets,CAT04-SKU05,Natural Personal Care,2026-01-12,24.2,8.1,Feature and display,60.4,14.5
PROMO-0352,CUST02,Sproutline Natural Markets,CAT05-SKU03,Organic Pantry Staples,2026-01-12,18.2,16.0,Display,80.8,6.8
PROMO-0353,CUST02,Sproutline Natural Markets,CAT05-SKU06,Organic Pantry Staples,2026-01-12,35.4,17.0,Digital only,84.0,14.5
PROMO-0354,CUST02,Sproutline Natural Markets,CAT06-SKU02,Fresh Specialty Cheese,2026-01-12,32.5,7.8,Digital only,85.3,10.1
PROMO-0355,CUST03,Northstar Independent Co-op,CAT02-SKU01,Better-for-You Snacks,2026-01-12,34.8,29.8,Feature,88.8,8.0
PROMO-0356,CUST03,Northstar Independent Co-op,CAT04-SKU02,Natural Personal Care,2026-01-12,17.9,31.4,Digital only,71.1,6.6
PROMO-0357,CUST03,Northstar Independent Co-op,CAT04-SKU05,Natural Personal Care,2026-01-12,18.1,34.0,Feature and display,88.4,12.9
PROMO-0358,CUST03,Northstar Independent Co-op,CAT06-SKU01,Fresh Specialty Cheese,2026-01-12,37.2,21.0,Display,88.3,13.9
PROMO-0359,CUST03,Northstar Independent Co-op,CAT06-SKU06,Fresh Specialty Cheese,2026-01-12,17.6,20.6,Display,99,15.3
PROMO-0360,CUST04,Fresh Table Supermarkets,CAT02-SKU06,Better-for-You Snacks,2026-01-12,32.8,13.8,Display,98.4,8.1
PROMO-0361,CUST04,Fresh Table Supermarkets,CAT03-SKU04,Plant-Based Meals,2026-01-12,13.3,24.0,Display,42,8.1
PROMO-0362,CUST04,Fresh Table Supermarkets,CAT04-SKU01,Natural Personal Care,2026-01-12,17.5,6.1,Display,89.6,8.6
PROMO-0363,CUST04,Fresh Table Supermarkets,CAT04-SKU05,Natural Personal Care,2026-01-12,34.8,18.9,Feature,89.6,11.5
PROMO-0364,CUST04,Fresh Table Supermarkets,CAT06-SKU02,Fresh Specialty Cheese,2026-01-12,18.5,16.9,Display,45.5,7.1
PROMO-0365,CUST04,Fresh Table Supermarkets,CAT06-SKU03,Fresh Specialty Cheese,2026-01-12,12.9,12.9,Display,67.6,9.3
PROMO-0366,CUST04,Fresh Table Supermarkets,CAT06-SKU06,Fresh Specialty Cheese,2026-01-12,15.0,5.9,Feature and display,86.8,14.7
PROMO-0367,CUST05,Urban Pantry Express,CAT02-SKU05,Better-for-You Snacks,2026-01-12,18.9,11.8,Digital only,72.4,12.5
PROMO-0368,CUST05,Urban Pantry Express,CAT05-SKU04,Organic Pantry Staples,2026-01-12,25.9,9.7,Digital only,55.3,17.0
PROMO-0369,CUST05,Urban Pantry Express,CAT05-SKU06,Organic Pantry Staples,2026-01-12,26.1,32.9,Digital only,62.3,7.5
PROMO-0370,CUST05,Urban Pantry Express,CAT06-SKU01,Fresh Specialty Cheese,2026-01-12,28.3,22.0,Digital only,62.9,10.2
PROMO-0371,CUST05,Urban Pantry Express,CAT06-SKU05,Fresh Specialty Cheese,2026-01-12,28.9,32.5,Feature and display,75.6,14.1
PROMO-0372,CUST01,Central Market Group,CAT01-SKU02,Functional Beverages,2026-01-19,31.0,23.5,Display,77.2,12.1
PROMO-0373,CUST01,Central Market Group,CAT01-SKU03,Functional Beverages,2026-01-19,18.3,24.7,Digital only,72.6,9.5
PROMO-0374,CUST01,Central Market Group,CAT02-SKU04,Better-for-You Snacks,2026-01-19,11.3,30.4,Feature and display,78.1,12.7
PROMO-0375,CUST01,Central Market Group,CAT04-SKU01,Natural Personal Care,2026-01-19,20.7,7.5,Feature,85.3,13.3
PROMO-0376,CUST01,Central Market Group,CAT04-SKU03,Natural Personal Care,2026-01-19,25.7,32.5,Digital only,68.3,15.2
PROMO-0377,CUST01,Central Market Group,CAT04-SKU04,Natural Personal Care,2026-01-19,27.6,10.3,Feature and display,42,13.8
PROMO-0378,CUST01,Central Market Group,CAT05-SKU01,Organic Pantry Staples,2026-01-19,11.0,17.7,Display,71.1,13.9
PROMO-0379,CUST01,Central Market Group,CAT06-SKU05,Fresh Specialty Cheese,2026-01-19,12.3,17.6,Feature and display,74.9,16.9
PROMO-0380,CUST02,Sproutline Natural Markets,CAT03-SKU03,Plant-Based Meals,2026-01-19,13.7,31.0,Feature and display,75.8,13.2
PROMO-0381,CUST02,Sproutline Natural Markets,CAT04-SKU05,Natural Personal Care,2026-01-19,28.6,18.0,Display,95.2,14.4
PROMO-0382,CUST02,Sproutline Natural Markets,CAT05-SKU06,Organic Pantry Staples,2026-01-19,34.7,18.9,Feature and display,75.3,9.0
PROMO-0383,CUST03,Northstar Independent Co-op,CAT01-SKU03,Functional Beverages,2026-01-19,21.8,9.9,Display,79.9,9.6
PROMO-0384,CUST03,Northstar Independent Co-op,CAT03-SKU03,Plant-Based Meals,2026-01-19,22.9,20.6,Display,87.6,13.9
PROMO-0385,CUST03,Northstar Independent Co-op,CAT03-SKU04,Plant-Based Meals,2026-01-19,13.4,25.9,Feature and display,63.6,8.1
PROMO-0386,CUST03,Northstar Independent Co-op,CAT04-SKU05,Natural Personal Care,2026-01-19,24.6,21.9,Feature and display,76.4,11.2
PROMO-0387,CUST04,Fresh Table Supermarkets,CAT01-SKU03,Functional Beverages,2026-01-19,33.6,25.8,Feature and display,57.6,9.7
PROMO-0388,CUST04,Fresh Table Supermarkets,CAT01-SKU05,Functional Beverages,2026-01-19,30.4,8.2,Digital only,48.9,7.4
